Query Index: 0. 
000000176	Distance:1.525237	0.116521	0.857210	0.013509	0.875393	0.543365	
000000211	Distance:1.523882	0.002707	0.800734	0.514504	0.769381	0.504320	
000000100	Distance:1.521240	0.199399	0.759606	0.985712	0.497495	0.463071	
000000016	Distance:1.518461	0.059886	0.963135	0.273766	0.737109	0.470693	
000000014	Distance:1.518109	0.974888	0.437052	0.089082	0.599138	0.692730	
000000210	Distance:1.518034	0.253650	0.052508	0.532969	0.788857	0.940123	
000000037	Distance:1.517276	0.289165	0.257750	0.791436	0.869152	0.622365	
000000110	Distance:1.514163	0.990244	0.413921	0.595162	0.522821	0.557657	
000000187	Distance:1.511132	0.327718	0.895451	0.159500	0.147116	0.854211	
000000156	Distance:1.510290	0.022908	0.911298	0.424595	0.079362	0.895418	
000000149	Distance:1.510203	0.513804	0.904151	0.135647	0.999317	0.218302	
000000048	Distance:1.509695	0.208086	0.555713	0.677429	0.997315	0.379965	
000000300	Distance:1.507438	0.085013	0.707991	0.775808	0.924137	0.320464	
000000276	Distance:1.504462	0.248377	0.342103	0.099482	0.614510	0.993908	
000000112	Distance:1.503475	0.358590	0.998773	0.317868	0.796776	0.262303	
000000201	Distance:1.501469	0.073643	0.899773	0.023421	0.673278	0.630648	
000000311	Distance:1.501034	0.000282	0.699451	0.927911	0.310167	0.702670	
000000021	Distance:1.500736	0.993174	0.859186	0.439515	0.223519	0.471247	
000000294	Distance:1.488536	0.224992	0.810697	0.002841	0.818821	0.537100	
000000028	Distance:1.487790	0.073109	0.730880	0.947722	0.715684	0.358478	
000000097	Distance:1.487407	0.401155	0.779359	0.042037	0.971596	0.378306	
000000236	Distance:1.486675	0.961151	0.494801	0.119317	0.875059	0.421426	
000000092	Distance:1.486501	0.011602	0.599305	0.255307	0.882591	0.628748	
000000082	Distance:1.482617	0.475107	0.135599	0.480171	0.475135	0.987134	
000000031	Distance:1.479132	0.066463	0.962140	0.946807	0.016540	0.648028	
000000122	Distance:1.477408	0.852451	0.733275	0.063136	0.231315	0.725640	
000000071	Distance:1.472681	0.351216	0.673320	0.810534	0.857136	0.240656	
000000293	Distance:1.470117	0.774592	0.108071	0.619887	0.927982	0.528419	
000000086	Distance:1.469485	0.270612	0.814350	0.906631	0.631768	0.275828	
000000125	Distance:1.468836	0.617983	0.790315	0.003924	0.115127	0.858044	
000000309	Distance:1.466944	0.174811	0.343995	0.064800	0.765400	0.886672	
000000151	Distance:1.466724	0.099572	0.199257	0.765750	0.458368	0.958637	
000000193	Distance:1.464200	0.520994	0.444990	0.313021	0.189946	0.974728	
000000196	Distance:1.457963	0.541590	0.419923	0.530525	0.054468	0.986170	
000000079	Distance:1.457445	0.947404	0.463573	0.106553	0.093971	0.942539	
000000036	Distance:1.457115	0.595835	0.926862	0.416273	0.830934	0.114662	
000000222	Distance:1.456694	0.282300	0.783085	0.564330	0.997061	0.165584	
000000152	Distance:1.450724	0.992139	0.214497	0.023133	0.831974	0.640358	
000000052	Distance:1.447707	0.720764	0.942592	0.313563	0.060136	0.602106	
000000083	Distance:1.444163	0.537511	0.631613	0.001368	0.392614	0.790252	
000000154	Distance:1.442411	0.290856	0.920301	0.067127	0.280328	0.713604	
000000291	Distance:1.438554	0.400003	0.998566	0.561746	0.465635	0.299155	
******************************************** 
